type,latitude,longitude,asset_id,history,owner_type,title,art_date,company,service_manager,makers,property,description,classification,Geo Point,Geo Shape,road_segment,location
Drinking Fountain,-37.7893,144.9722,1091149,,Owned,Brunton Drinking Fountain East,1938,City of Melbourne,Parks Services Branch,Unknown,,"Sir William Brunton was the Lord Mayor of Melbourne from 1923 to 1926. He was the powerhouse behind the Lord Mayor's Hospital Fund, a founder of the National War Memorial Committee and an advocate of parks and gardens for public recreation.  Following his service, Brunton offered this ornamental granite and bluestone drinking fountain to the Parks & Gardens Committee, which had it erected in Curtain Square, on Rathdowne Street, North Carlton.",Memorials,"-37.78930375418185, 144.97217890820102","{""coordinates"":[144.97217890820102,-37.78930375418185],""type"":""Point""}",,
Drinking Fountain,-37.7853,144.9662,1086587,,Owned,Councillor William Cook Memorial Drinking Fountain,1910,City of Melbourne,Parks Services Branch,"Richardson, Charles Douglas",Hardy Reserve,"Shrine-like architectural structure surmounted by life size bust of Cr William Cook. The memorial to long serving Councillor Cook was unveiled by the Lord Mayor, Colonel Burston on 26 October 1910.  The design of this memorial drinking fountain is derived from wayside shrines, a Catholic tradition whereby the faithful erected shrines through the countryside of Europe. In this secularised form, the spring of water replaces the holy image. The drinking spout is located below a domed canopy, above which is the marble bust of the councillor.   ",Memorials,"-37.78528747283689, 144.96619001850792","{""coordinates"":[144.96619001850792,-37.78528747283689],""type"":""Point""}",,Hardy Reserve
Drinking Fountain,-37.8051,144.9734,1086590,<br>,Owned,Westgarth Drinking Fountain,1888,City of Melbourne,Parks Services Branch,Alexander McDonald & Co,Exhibition Building & Melbourne Museum,"This tiered drinking fountain has two cast-bronze drinking spouts, each taking the form of an emu. A delightful example of Australiana, it has two embracing kangaroos surmounting the drinking troughs, which in turn are surmounted by a finial-like bronze and glass light.  Manufactured by Alexander McDonald & Co., this pink-granite fountain was presented to the people of Victoria by 1840s pioneer William Westgarth when he returned to Melbourne to visit the Centennial Exhibition in 1888. It was removed from its original site around 1953, after which Giannarelli & Sons acquired it for their land at Merri Creek, Northcote. It was never erected at Northcote, but Giannarelli restored the work for temporary erection at one of the main entrances (on Melbourne Avenue) to the 1988 Brisbane Expo. In 1993, it was purchased from the company and returned to the historic Carlton Gardens.   ",Memorials,"-37.80509129697919, 144.97341733159385","{""coordinates"":[144.97341733159385,-37.80509129697919],""type"":""Point""}",,"Exhibition Building & Melbourne Museum approximately 28m South of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053"
Drinking Fountain,-37.8189,144.973,1091181,,Owned,Stapley Memorial Drinking Fountain,1936,City of Melbourne,Parks Services Branch,Unknown,Birrarung Marr,"Grey granite drinking fountain with 2 troughs located at Birrarung Marr.  In 1936, the area between the Yarra River and Batman Avenue was named Stapley Parade Reserve, after Councillor Frank Stapley, who represented the Albert Ward from 1898 to 1939 and served as mayor over 1917 and 1918. Identical granite drinking fountains were erected at either end of the reserve. They were engraved with `Stapley Ave', which is now known as Birrarung Marr.   Unveiled 23 April 1936 ",Memorials,"-37.81891097559535, 144.97302122652613","{""coordinates"":[144.97302122652613,-37.81891097559535],""type"":""Point""}",,"Birrarung Marr approximately 97m South of Birrarung Marr, Batman Avenue, Melbourne, 3000"
Drinking Fountain,-37.8139,144.9786,1088149,,Owned,Conservatory Fountain,1900,City of Melbourne,Parks Services Branch,Unknown,Fitzroy Gardens,"(Aka Boy with Serpent or Ornamental Fountain)This Victorian two-tiered drinking fountain features a snake coiled around a boy with webbed feet and is in a typical 19th-century Italianate style. The lower tier was replaced with a smaller base when the fountain was restored in 1996. Originally, passers-by would have drunk from the water held in its lower tier. Due to shifts in hygiene standards and technology a bubbler was installed.  Previously sited on the corner of Russell and Victoria Streets, it was relocated to Fitzroy Gardens and turned into a drinking fountain after a car damaged it in 1980. In 1996, it was placed in a large pond (minus its bubbler) and relaunched as the Conservatory Fountain. Made in Coalbrookdale, Shropshire, England. ",Memorials,"-37.81387432873141, 144.9785955087628","{""coordinates"":[144.9785955087628,-37.81387432873141],""type"":""Point""}",,"Fitzroy Gardens approximately 74m East of Toilet Fitzroy Gardens, 2 Lansdowne Street, East Melbourne, 3002"
Drinking Fountain,-37.8033,144.9497,1086760,,Owned,Henderson Drinking Fountain,1877,City of Melbourne,Parks Services Branch,"Walter MacFarlane and Company Saracen Foundry, Glasgow.",,"Also known as North Melbourne Drinking Fountain and Hotham Ornamental Fountain Drinking fountain surrounded by an imposing circular canopy richly decorated with cast iron lace work  In 1877, Thomas Henderson presented this drinking fountain to the people of Hotham (now North Melbourne) to mark the end of his term as mayor. Designed by Walter MacFarlane and cast by his prominent Glaswegian Saracen Foundry, it has an imposing circular canopy richly decorated with cast-iron lacework.   The fountain was originally sited in the roadway at the intersection of Errol and Queensberry Streets, but was moved in 1889 to allow for the construction of the new cable-tram tracks. In 1917, it was moved to the footpath, but without its bluestone steps and iron railings. In 1972, a vehicle collided with the fountain, damaging its wonderful canopy. Consequently, the following year it was moved to its current and safer location outside the Town Hall. Prior to the mid-1960s, the fountain's drinking spout was replaced with a modern Danks `bubbler', but in 2001 a duplicate of the original was created ' including the small figure of a kangaroo ' based on MacFarlane's original drawings and on moulds from similar fountains.   Thomas Henderson, the great-grandson of the donor, attended the ceremony for the fountain's restoration. ",Memorials,"-37.803341823088594, 144.94973917434706","{""coordinates"":[144.94973917434706,-37.803341823088594],""type"":""Point""}",Errol Street between Victoria Street and Queensberry Street,"Errol Street between Victoria Street and Queensberry Street approximately 3m North of Australian Postal Corporation, Ground, 72-82 Errol Street, North Melbourne, 3051"
Drinking Fountain,-37.8082,144.9753,1086759,<br>,Owned,Samuel Mauger Drinking Fountain,1937,City of Melbourne,Parks Services Branch,Unknown,Victoria Parade Reserve,"Granite drinking fountain. A rectangular horizontal granite plinth, supporting a single basin fountain. The plinth is positioned on two tiered steps.  Drinking fountains such as this dot the city landscape and are culturally significant heritage artefacts. They find their roots in the reformist ways of the temperance movement, providing a morally astute alternative to the evils of a city pub. The link between the artefact and its emergence is nicely captured in this fountain, erected in memory of the former postmaster-general, Samuel Mauger. Mauger was a passionate advocate for social justice. He formed the Anti-Sweating Labour League of Victoria, was a ceaseless advocate for humanitarian legislation, was involved in the temperance movement and served as president of the Total Abstinence Society. He was also a foundation member of the Melbourne Metropolitan Fire Brigade Board, and for many years served as a volunteer fire fighter.  The inscription on this simple granite fountain attests to the respect Mauger commanded:   The drinking fountain was unveiled in the reserve in front of the Easter Hill Fire Station by J. Hume-Cook, the honorary secretary of the Australian Industries Protection League, on 26th June 1937.    The inscription on this simple granite fountain attests to the respect Mauger commanded: `Erected by commonwealth admirers in memory of / Samuel Mauger / ' / Industrial, prison, temperance & social reformer / He gave his life in the service of mankind / This memorial is erected to commemorate the life and achievement / of one who spent his years in seeking to serve his fellow men / 'Go thou and do likewise . The drinking fountain was unveiled in the reserve in front of the Easter Hill Fire Station by J. Hume-Cook, the honorary secretary of the Australian Industries Protection League, on 26th June 1937.",Memorials,"-37.808248962797364, 144.9753153437232","{""coordinates"":[144.9753153437232,-37.808248962797364],""type"":""Point""}",,"Victoria Parade Reserve approximately 24m North of Fire Services Museum Of Victoria, 108-122 Victoria Parade, East Melbourne, 3002"
Drinking Fountain,-37.7957,144.9389,1091182,,Owned,Clayton Reserve Drinking Fountain,1935,City of Melbourne,Parks Services Branch,Unknown,Clayton Reserve,"A minimal and symmetrical granite structure, it consists of a domed roof, four windows to access the drinking fountain and a hexagonal base. This simple structure has its origins in Islamic architectural forms.   Little is known of the history of this fountain near the corner or Boundary and Macaulay Roads. John Clayton, after whom the reserve and fountain are named, served as town clerk from 1891 to 1915. .",Memorials,"-37.795663554735185, 144.9389347962098","{""coordinates"":[144.9389347962098,-37.795663554735185],""type"":""Point""}",,"Clayton Reserve approximately 36m NE of Footprint Furniture, 11 Boundary Road, North Melbourne, 3051"
Drinking Fountain,-37.7922,144.9581,1086586,,Owned,George Hawkins Ievers Memorial Drinking Fountain,1916,City of Melbourne,Parks Services Branch,"Richardson, Charles Douglas",,"Shrine-like architectural structure with marble bust positioned on top. Architecture constructed from grey Harcourt and polished Swedish red granite, bluestone steps. Drinking element in base under canopy. One of three memorial fountains dedicated to the Ievers family as a token of gratitude for the community 's support.  Charles Douglas Richardson was born in England and arrived in Australia in 1858. He studied first in Melbourne and then London before returning to Australia. He produced many war memorials, as well as the famous Mercury statue for the former Age building in Collins Street and the bust of Sir Samuel Gillott, Melbourne's first Lord Mayor.   Richardson's shrine-like drinking fountain is one of three memorial fountains dedicated to the Ievers family and donated to the community in gratitude for its support. The Ievers had a long association with Carlton, with three family members representing the Smith Ward: William Jnr (1881'95), William Snr (1895'1901) and George (1901'21).   George Ievers proposed the fountains in 1913 as part of a beautification scheme coordinated by the Parks & Gardens Committee, of which he was a member. This memorial was the last of the three to be unveiled. ",Memorials,"-37.79217291379831, 144.9580902280125","{""coordinates"":[144.9580902280125,-37.79217291379831],""type"":""Point""}",The Avenue between MacArthur Road and Gatehouse Street,"The Avenue between MacArthur Road and Gatehouse Street approximately 28m NE of CitiPower, Substation 22 Rear, 163 Gatehouse Street, Parkville, 3052"
Drinking Fountain,-37.7837,144.96,1091174,,Owned,Reynold's Reserve Drinking Fountain,1935,City of Melbourne,Parks Services Branch,Unknown,Princes Park,"Red-granite forms the trough and cap of this drinking fountain, which otherwise is built in red brick veneer. It is located at the entrance to Optus Oval, in Princes Park.",Memorials,"-37.78366119106134, 144.96000400655757","{""coordinates"":[144.96000400655757,-37.78366119106134],""type"":""Point""}",,"Princes Park approximately 55m West of Ikon Park, Antenna Ikon Park, Royal Parade, Carlton North, 3054"
Drinking Fountain,-37.7893,144.9722,1086756,,Owned,Sir William Brunton Drinking Fountain,1930,City of Melbourne,,Unknown,,"Ornamental drinking Fountain located in Curtain Square, North Carlton.  Sir William Brunton was the Lord Mayor of Melbourne from 1923 to 1926. He was the powerhouse behind the Lord Mayor's Hospital Fund, a founder of the National War Memorial Committee and an advocate of parks and gardens for public recreation. Following his service, Brunton offered this ornamental granite and bluestone drinking fountain to the Parks & Gardens Committee, which had it erected in Curtain Square, on Rathdowne Street, North Carlton. Unveiled on 28th February 1930. ",Memorials,"-37.78930375418185, 144.97217890820102","{""coordinates"":[144.97217890820102,-37.78930375418185],""type"":""Point""}",,
Fountain,-37.8124,144.974,1086576,,Owned,Stanford Fountain,1870,City of Melbourne,Parks Services Branch,"Stanford, William",Gordon Reserve,"William Stanford's bluestone fountain features a boy on the upper tier, encircled by birds and fish on the lower tier. Water is sprayed from the top and from surrounding ornaments into a large basin. But this scene of innocence was created in a far less naive setting.   Stanford was apprenticed to a London stonemason before coming to Australia to try his luck on the Bendigo goldfields. When he failed to make his fortune, he turned to horse stealing, and in 1854 was imprisoned for 10 years. He was released after six on ticket-of-leave, but was soon found guilty on two charges of highway robbery and another of horse stealing. The sentences amounted to a total of 22 years, two of which were served as hard labour in irons after Stanford broke out of a supposedly `escape-proof' gaol in 1861. In Melbourne's Pentridge Prison, Stanford's talent for drawing and carving was recognised ' he carved bones left over from stews ' and the prison governor allowed him to turn his hand to carving stone. Local sculptor Charles Summers tutored Stanford, who soon set to carving a fountain from bluestone from the prison quarry, which was the only material available to him. He modelled the fountain's avian adornments on a stuffed eagle-hawk and modelled the boy on the governor's son.     The fountain was installed in Carpentaria Place (now known as Gordon Reserve) in 1871, following Stanford's release after he and his friends petitioned for this on the grounds of his ill health. The Illustrated Australian News claimed the fountain was `not only a work of great beauty but ... executed under circumstances of extreme difficulty [which for] most men would have been insurmountable'. Stanford received no payment for the fountain but in time became a respected citizen; he established a business in Windsor, which had a reputation for creating fine headstones. Stanford died in 1880 from `stonemasons' disease', having inhaled a surfeit of fine dust while creating his beautiful fountain. ",Sculpture,"-37.81243425403014, 144.97395547173446","{""coordinates"":[144.97395547173446,-37.81243425403014],""type"":""Point""}",,"Gordon Reserve approximately 44m West of Department of Treasury and Finance, 1 Macarthur Street, East Melbourne, 3002"
Fountain,-37.8031,144.9699,1545280,,Owned,Grollo Fountain,2001,,,,Exhibition Building & Melbourne Museum,"Ground-level bluestone-tile fountain with nine jets, nine lights, and three large granite slabs at its edges.  This ground-level bluestone-tile fountain replaced the original Grollo Fountain when Centennial Hall was superseded by the new Melbourne Museum. Luigi Grollo presented the original fountain on behalf of the family companies in 1980, to celebrate the centennial year of the Royal Exhibition Building. It was a project of mammoth proportions, both structurally and financially, featuring 44 water jets set in concentric rings and using 5500 gallons of recycled water per minute. It's more modest replacement has just nine jets and nine lights, and three large granite slabs at its edges.",Sculpture,"-37.80314275282813, 144.96987438289304","{""coordinates"":[144.96987438289304,-37.80314275282813],""type"":""Point""}",,"Exhibition Building & Melbourne Museum approximately 47m SE of Sacred Heart, 169 Rathdowne Street, Carlton, 3053"
Fountain,-37.8049,144.9728,1086577,,Owned,French Fountain,1880,City of Melbourne,Parks Services Branch,Unknown,Exhibition Building & Melbourne Museum,"The bronze fountain features three youths, each supporting a dolphin, above which rests a cupped scallop shell.   During Melbourne's International Exhibition of 1880, the French Fountain formed the centrepiece of the exhibition's fernery. It was later transferred to a flowerbed at the eastern entrance to the Royal Exhibition Building. An elegant work, the bronze fountain features three youths, each supporting a dolphin, above which rests a cupped scallop shell. The fountain forms the centrepiece of a round garden bed and its waters flow into the large, concrete pool in which it sits.",Sculpture,"-37.80490093345887, 144.97284986251543","{""coordinates"":[144.97284986251543,-37.80490093345887],""type"":""Point""}",,"Exhibition Building & Melbourne Museum approximately 61m West of Royal Exhibition Building, 9 Nicholson Street, Carlton, 3053"
Fountain,-37.8104,144.9809,1086591,,Owned,River God Fountain,1862,City of Melbourne,Parks Services Branch,"Summers, Charles",Fitzroy Gardens,"Also known as Old Man Fountain, and Neptune. A cement larger than life-size figure of a man, holding aloft a fully opened clam shell shaped fountain. The figure is atop a large rockery.   While Summers was the sculptor of this larger than life-size statue, which holds aloft an opened clamshell-shaped fountain, it was created in collaboration with Clement Hodgkinson. Born in England in 1818, Hodgkinson trained as a civil engineer before coming to Australia. A talented and diligent man, he joined Melbourne's Survey Office as a temporary draftsman and rose rapidly through the ranks to become deputy surveyor-general in 1858 and assistant commissioner for Crown Lands & Survey in 1861. Described in the Illustrated Melbourne Post as `that most tasteful of amateur gardeners', he was responsible for the development of the Fitzroy, Flagstaff and Treasury Gardens. Hodgkinson was also instrumental developing the Yan Yean project, a reticulated water supply that was essential for the growing city and which allowed its gardens to exist on the scale they did. Based on works by Italian sculptors of the Renaissance, River God celebrated this permanent water supply for Melbourne.   In 1956, council proposed replacing River God; it was in poor condition and 19th-century sculpture was thought to be old fashioned, despite the fountain's historical significance. In 1962, it was replaced with Robin Boyd's Fountain of the Birds. Some three decades later, River God was discovered in a council depot. In 1996, it was conserved and returned not to its original position between Gipps and Hotham Streets, but to above a newly created rockery at the Eades Street entrance. While it is an important historical monument, River God is also notable as an example of the work of Melbourne's foremost early sculptor, Charles Summers.",Sculpture,"-37.81041672287849, 144.98088242316877","{""coordinates"":[144.98088242316877,-37.81041672287849],""type"":""Point""}",,"Fitzroy Gardens approximately 53m South of 1 Eades Street, East Melbourne, 3002"
Fountain,-37.8119,144.98,1086574,,Owned,The Dolphin Fountain,1982,City of Melbourne,Parks Services Branch,"Arnold, June",Fitzroy Gardens,"Approximately 100 sculptured bronze aquatic birds and animals, including dolphins, crabs and sea horses, are fastened to a small pyramid of granite boulders, and enveloped in a cascade of water.  June Arnold's Dolphin Fountain caused quite a stir when it was proposed. It comprises around 100 aquatic birds and animals, such as dolphins, crabs and seahorses, sculpted in bronze and fastened to a small pyramid of granite boulders over which water cascades. Some in the community questioned just where the fountain should be located, while others questioned whether it had a place in the gardens at all. One advisor from the National Trust provocatively asked: `Why must the Fitzroy Gardens continue to be the collecting yard of everybody's fantasies?'  Following a period of consultation between the artist, Melbourne City Council and Fountains Trust, it was agreed that the fountain would be sited on the relatively secluded northern bank of the ornamental lake, rather than on the proposed site on Albert Street, where it would be far more prominent. It was unveiled in December 1982.  Many of the fountain's critics have found it at odds with the planned naturalism of the heritage-listed Fitzroy Gardens, but just as Arnold predicted it has been a favourite with children ever since its installation. ",Sculpture,"-37.811888444469155, 144.980015837679","{""coordinates"":[144.980015837679,-37.811888444469155],""type"":""Point""}",,Fitzroy Gardens
